survived,pclass,sex,age,fare,embarked,Relative,journey_alone,Child,age_category,Fare_category,age_zscore,fare_zscore
0,3,male,29.69911764705882,69.55,S,10,No,No,Young_adult,exp,0.0,0.9
1,1,female,36.0,135.6333,C,0,Yes,No,Adult,very_exp,0.48,2.45
0,3,male,61.0,6.2375,S,0,Yes,No,Elderly,very_cheap,2.41,-0.59
1,2,female,36.0,13.0,S,0,Yes,No,Adult,moderate,0.48,-0.43
1,3,female,31.0,20.525,S,2,No,No,Adult,exp,0.1,-0.25
1,1,female,16.0,57.9792,C,1,No,Yes,Teemager,exp,-1.05,0.63
1,3,female,29.69911764705882,23.25,Q,2,No,No,Young_adult,exp,0.0,-0.19
0,1,male,45.5,28.5,S,0,Yes,No,Adult,exp,1.22,-0.07
0,1,male,38.0,153.4625,S,1,No,No,Adult,very_exp,0.64,2.87
0,3,male,16.0,18.0,S,2,No,Yes,Teemager,exp,-1.05,-0.31
1,1,female,29.69911764705882,133.65,S,1,No,No,Young_adult,very_exp,0.0,2.41
0,3,male,29.69911764705882,7.8958,S,0,Yes,No,Young_adult,cheap,0.0,-0.55
0,1,male,29.0,66.6,S,1,No,No,Young_adult,exp,-0.05,0.83
1,1,female,41.0,134.5,C,0,Yes,No,Adult,very_exp,0.87,2.43
1,3,male,45.0,8.05,S,0,Yes,No,Adult,moderate,1.18,-0.55
0,1,male,45.0,35.5,S,0,Yes,No,Adult,exp,1.18,0.1
1,2,male,2.0,26.0,S,2,No,Yes,Child,exp,-2.13,-0.13
1,1,female,24.0,250.0,S,5,No,No,Young_adult,very_exp,-0.44,5.14
0,2,male,28.0,13.0,S,0,Yes,No,Young_adult,moderate,-0.13,-0.43
0,2,male,25.0,13.0,S,0,Yes,No,Young_adult,moderate,-0.36,-0.43
0,2,male,36.0,13.0,S,0,Yes,No,Adult,moderate,0.48,-0.43
1,2,female,24.0,13.0,S,0,Yes,No,Young_adult,moderate,-0.44,-0.43
1,2,female,40.0,13.0,S,0,Yes,No,Adult,moderate,0.79,-0.43
1,3,female,29.69911764705882,16.1,S,1,No,No,Young_adult,exp,0.0,-0.36
1,3,male,3.0,15.9,S,2,No,Yes,Child,exp,-2.05,-0.36
0,3,male,42.0,8.6625,S,0,Yes,No,Adult,moderate,0.95,-0.53
0,3,male,23.0,9.225,S,0,Yes,No,Young_adult,moderate,-0.52,-0.52
0,1,male,29.69911764705882,35.0,S,0,Yes,No,Young_adult,exp,0.0,0.09
0,3,male,15.0,7.2292,C,2,No,Yes,Teemager,very_cheap,-1.13,-0.57
0,3,male,25.0,17.8,S,1,No,No,Young_adult,exp,-0.36,-0.32
0,3,male,29.69911764705882,7.225,C,0,Yes,No,Young_adult,very_cheap,0.0,-0.57
0,3,male,28.0,9.5,S,0,Yes,No,Young_adult,moderate,-0.13,-0.51
1,1,female,22.0,55.0,S,1,No,No,Young_adult,exp,-0.59,0.56
0,2,female,38.0,13.0,S,0,Yes,No,Adult,moderate,0.64,-0.43
1,3,female,29.69911764705882,7.8792,Q,0,Yes,No,Young_adult,cheap,0.0,-0.55
1,3,female,29.69911764705882,7.8792,Q,0,Yes,No,Young_adult,cheap,0.0,-0.55
0,3,male,40.0,27.9,S,5,No,No,Adult,exp,0.79,-0.08
0,2,male,29.0,27.7208,C,1,No,No,Young_adult,exp,-0.05,-0.08
0,3,female,45.0,14.4542,C,1,No,No,Adult,moderate,1.18,-0.4
0,3,male,35.0,7.05,S,0,Yes,No,Adult,very_cheap,0.41,-0.57
0,3,male,29.69911764705882,15.5,Q,1,No,No,Young_adult,exp,0.0,-0.37
0,3,male,30.0,7.25,S,0,Yes,No,Adult,very_cheap,0.02,-0.57
1,1,female,60.0,75.25,C,1,No,No,Elderly,exp,2.33,1.03
1,3,female,29.69911764705882,7.2292,C,0,Yes,No,Young_adult,very_cheap,0.0,-0.57
1,3,female,29.69911764705882,7.75,Q,0,Yes,No,Young_adult,cheap,0.0,-0.55
1,1,female,24.0,69.3,C,0,Yes,No,Young_adult,exp,-0.44,0.89
1,1,male,25.0,55.4417,C,1,No,No,Young_adult,exp,-0.36,0.57
0,3,male,18.0,6.4958,S,1,No,No,Young_adult,very_cheap,-0.9,-0.58
0,3,male,19.0,8.05,S,0,Yes,No,Young_adult,moderate,-0.82,-0.55
0,1,male,22.0,135.6333,C,0,Yes,No,Young_adult,very_exp,-0.59,2.45
0,3,female,3.0,21.075,S,4,No,Yes,Child,exp,-2.05,-0.24
1,1,female,29.69911764705882,82.1708,C,1,No,No,Young_adult,very_exp,0.0,1.2
1,3,female,22.0,7.25,S,0,Yes,No,Young_adult,very_cheap,-0.59,-0.57
0,1,male,27.0,211.5,C,2,No,No,Young_adult,very_exp,-0.21,4.24
0,3,male,20.0,5.0,C,0,Yes,No,Young_adult,very_cheap,-0.75,-0.62
0,3,male,19.0,7.775,S,0,Yes,No,Young_adult,cheap,-0.82,-0.55
1,1,female,42.0,227.525,C,0,Yes,No,Adult,very_exp,0.95,4.61
1,3,female,1.0,15.7417,C,2,No,Yes,Child,exp,-2.21,-0.37
0,3,male,32.0,7.925,S,0,Yes,No,Adult,moderate,0.18,-0.55
1,1,female,35.0,52.0,S,1,No,No,Adult,exp,0.41,0.49
0,3,male,29.69911764705882,7.8958,S,0,Yes,No,Young_adult,cheap,0.0,-0.55
0,2,male,18.0,73.5,S,0,Yes,No,Young_adult,exp,-0.9,0.99
0,3,male,1.0,46.9,S,7,No,Yes,Child,exp,-2.21,0.37
1,2,female,36.0,13.0,S,0,Yes,No,Adult,moderate,0.48,-0.43
0,3,male,29.69911764705882,7.7292,Q,0,Yes,No,Young_adult,cheap,0.0,-0.55
1,2,female,17.0,12.0,C,0,Yes,Yes,Teemager,moderate,-0.98,-0.45
1,1,male,36.0,120.0,S,3,No,No,Adult,very_exp,0.48,2.09
1,3,male,21.0,7.7958,S,0,Yes,No,Young_adult,cheap,-0.67,-0.55
0,3,male,28.0,7.925,S,2,No,No,Young_adult,moderate,-0.13,-0.55
1,1,female,23.0,113.275,C,1,No,No,Young_adult,very_exp,-0.52,1.93
1,3,female,24.0,16.7,S,2,No,No,Young_adult,exp,-0.44,-0.34
0,3,male,22.0,7.7958,S,0,Yes,No,Young_adult,cheap,-0.59,-0.55
0,3,female,31.0,7.8542,S,0,Yes,No,Adult,cheap,0.1,-0.55
0,2,male,46.0,26.0,S,0,Yes,No,Adult,exp,1.25,-0.13
0,2,male,23.0,10.5,S,0,Yes,No,Young_adult,moderate,-0.52,-0.49
1,2,female,28.0,12.65,S,0,Yes,No,Young_adult,moderate,-0.13,-0.44
1,3,male,39.0,7.925,S,0,Yes,No,Adult,moderate,0.72,-0.55
0,3,male,26.0,8.05,S,0,Yes,No,Young_adult,moderate,-0.28,-0.55
0,3,female,21.0,9.825,S,1,No,No,Young_adult,moderate,-0.67,-0.51
0,3,male,28.0,15.85,S,1,No,No,Young_adult,exp,-0.13,-0.36
0,3,female,20.0,8.6625,S,0,Yes,No,Young_adult,moderate,-0.75,-0.53
0,2,male,34.0,21.0,S,1,No,No,Adult,exp,0.33,-0.24
0,3,male,51.0,7.75,S,0,Yes,No,Adult,cheap,1.64,-0.55
1,2,male,3.0,18.75,S,2,No,Yes,Child,exp,-2.05,-0.3
0,3,male,21.0,7.775,S,0,Yes,No,Young_adult,cheap,-0.67,-0.55
0,3,female,29.69911764705882,25.4667,S,4,No,No,Young_adult,exp,0.0,-0.14
0,3,male,29.69911764705882,7.8958,S,0,Yes,No,Young_adult,cheap,0.0,-0.55
0,3,male,29.69911764705882,6.8583,Q,0,Yes,No,Young_adult,very_cheap,0.0,-0.58
1,1,female,33.0,90.0,Q,1,No,No,Adult,very_exp,0.25,1.38
0,2,male,29.69911764705882,5.0,S,0,Yes,No,Young_adult,very_cheap,0.0,-0.62
1,3,male,44.0,7.925,S,0,Yes,No,Adult,moderate,1.1,-0.55
0,3,female,29.69911764705882,8.05,S,0,Yes,No,Young_adult,moderate,0.0,-0.55
1,2,female,34.0,32.5,S,2,No,No,Adult,exp,0.33,0.03
1,2,female,18.0,13.0,S,2,No,No,Young_adult,moderate,-0.9,-0.43
0,2,male,30.0,13.0,S,0,Yes,No,Adult,moderate,0.02,-0.43
0,3,female,10.0,24.15,S,2,No,Yes,Teemager,exp,-1.52,-0.17
0,3,male,29.69911764705882,7.8958,C,0,Yes,No,Young_adult,cheap,0.0,-0.55
0,3,male,21.0,7.7333,Q,0,Yes,No,Young_adult,cheap,-0.67,-0.55
0,3,male,29.0,7.875,S,0,Yes,No,Young_adult,cheap,-0.05,-0.55
0,3,female,28.0,14.4,S,2,No,No,Young_adult,moderate,-0.13,-0.4
0,3,male,18.0,20.2125,S,2,No,No,Young_adult,exp,-0.9,-0.26
0,3,male,29.69911764705882,7.25,S,0,Yes,No,Young_adult,very_cheap,0.0,-0.57
1,2,female,28.0,26.0,S,1,No,No,Young_adult,exp,-0.13,-0.13
1,2,female,19.0,26.0,S,0,Yes,No,Young_adult,exp,-0.82,-0.13
0,3,male,29.69911764705882,7.75,Q,0,Yes,No,Young_adult,cheap,0.0,-0.55
1,3,male,32.0,8.05,S,0,Yes,No,Adult,moderate,0.18,-0.55
1,1,male,28.0,26.55,S,0,Yes,No,Young_adult,exp,-0.13,-0.11
1,3,female,29.69911764705882,16.1,S,1,No,No,Young_adult,exp,0.0,-0.36
1,2,female,42.0,26.0,S,1,No,No,Adult,exp,0.95,-0.13
0,3,male,17.0,7.125,S,0,Yes,Yes,Teemager,very_cheap,-0.98,-0.57
0,1,male,50.0,55.9,S,1,No,No,Adult,exp,1.56,0.58
1,1,female,14.0,120.0,S,3,No,Yes,Teemager,very_exp,-1.21,2.09
0,3,female,21.0,34.375,S,4,No,No,Young_adult,exp,-0.67,0.07
1,2,female,24.0,18.75,S,5,No,No,Young_adult,exp,-0.44,-0.3
0,1,male,64.0,250.0,S,5,No,No,Elderly,very_exp,2.64,5.14
0,2,male,31.0,10.5,S,0,Yes,No,Adult,moderate,0.1,-0.49
1,2,female,45.0,26.25,S,2,No,No,Adult,exp,1.18,-0.12
0,3,male,20.0,9.5,S,0,Yes,No,Young_adult,moderate,-0.75,-0.51
0,3,male,25.0,7.775,S,1,No,No,Young_adult,cheap,-0.36,-0.55
1,2,female,28.0,13.0,S,0,Yes,No,Young_adult,moderate,-0.13,-0.43
1,3,male,29.69911764705882,8.1125,S,0,Yes,No,Young_adult,moderate,0.0,-0.55
1,1,male,4.0,81.8583,S,2,No,Yes,Child,very_exp,-1.98,1.19
1,2,female,13.0,19.5,S,1,No,Yes,Teemager,exp,-1.28,-0.28
1,1,male,34.0,26.55,S,0,Yes,No,Adult,exp,0.33,-0.11
1,3,female,5.0,19.2583,C,3,No,Yes,Child,exp,-1.9,-0.28
1,1,male,52.0,30.5,S,0,Yes,No,Adult,exp,1.72,-0.02
0,2,male,36.0,27.75,S,3,No,No,Adult,exp,0.48,-0.08
0,3,male,29.69911764705882,19.9667,S,1,No,No,Young_adult,exp,0.0,-0.27
0,1,male,30.0,27.75,C,0,Yes,No,Adult,exp,0.02,-0.08
1,1,male,49.0,89.1042,C,1,No,No,Adult,very_exp,1.48,1.36
0,3,male,29.69911764705882,8.05,S,0,Yes,No,Young_adult,moderate,0.0,-0.55
1,3,male,29.0,7.8958,C,0,Yes,No,Young_adult,cheap,-0.05,-0.55
0,1,male,65.0,26.55,S,0,Yes,No,Elderly,exp,2.72,-0.11
1,1,female,29.69911764705882,51.8625,S,1,No,No,Young_adult,exp,0.0,0.48
1,2,female,50.0,10.5,S,0,Yes,No,Adult,moderate,1.56,-0.49
0,3,male,29.69911764705882,7.75,Q,0,Yes,No,Young_adult,cheap,0.0,-0.55
1,1,male,48.0,26.55,S,0,Yes,No,Adult,exp,1.41,-0.11
0,3,male,34.0,8.05,S,0,Yes,No,Adult,moderate,0.33,-0.55
0,1,male,47.0,38.5,S,0,Yes,No,Adult,exp,1.33,0.17
0,2,male,48.0,13.0,S,0,Yes,No,Adult,moderate,1.41,-0.43
0,3,male,29.69911764705882,8.05,S,0,Yes,No,Young_adult,moderate,0.0,-0.55
0,3,male,38.0,7.05,S,0,Yes,No,Adult,very_cheap,0.64,-0.57
0,2,male,29.69911764705882,5.0,S,0,Yes,No,Young_adult,very_cheap,0.0,-0.62
0,1,male,56.0,26.55,S,0,Yes,No,Elderly,exp,2.02,-0.11
0,3,male,29.69911764705882,7.725,Q,0,Yes,No,Young_adult,cheap,0.0,-0.55
1,3,female,0.75,19.2583,C,3,No,Yes,Child,exp,-2.23,-0.28
0,3,male,29.69911764705882,7.25,S,0,Yes,No,Young_adult,very_cheap,0.0,-0.57
0,3,male,38.0,8.6625,S,0,Yes,No,Adult,moderate,0.64,-0.53
1,2,female,33.0,27.75,S,3,No,No,Adult,exp,0.25,-0.08
1,2,female,23.0,13.7917,C,0,Yes,No,Young_adult,moderate,-0.52,-0.41
0,3,female,22.0,9.8375,S,0,Yes,No,Young_adult,moderate,-0.59,-0.51
0,1,male,29.69911764705882,52.0,S,0,Yes,No,Young_adult,exp,0.0,0.49
0,2,male,34.0,21.0,S,1,No,No,Adult,exp,0.33,-0.24
0,3,male,29.0,7.0458,S,1,No,No,Young_adult,very_cheap,-0.05,-0.57
0,3,male,22.0,7.5208,S,0,Yes,No,Young_adult,very_cheap,-0.59,-0.56
1,3,female,2.0,12.2875,S,1,No,Yes,Child,moderate,-2.13,-0.45
0,3,male,9.0,46.9,S,7,No,Yes,Child,exp,-1.59,0.37
0,2,male,29.69911764705882,5.0,S,0,Yes,No,Young_adult,very_cheap,0.0,-0.62
0,3,male,50.0,8.05,S,0,Yes,No,Adult,moderate,1.56,-0.55
1,3,female,63.0,9.5875,S,0,Yes,No,Elderly,moderate,2.56,-0.51
1,1,male,25.0,91.0792,C,1,No,No,Young_adult,very_exp,-0.36,1.41
0,3,female,29.69911764705882,25.4667,S,4,No,No,Young_adult,exp,0.0,-0.14
1,1,female,35.0,90.0,S,1,No,No,Adult,very_exp,0.41,1.38
0,1,male,58.0,29.7,C,0,Yes,No,Elderly,exp,2.18,-0.04
0,3,male,30.0,8.05,S,0,Yes,No,Adult,moderate,0.02,-0.55
1,3,male,9.0,15.9,S,2,No,Yes,Child,exp,-1.59,-0.36
0,3,male,29.69911764705882,19.9667,S,1,No,No,Young_adult,exp,0.0,-0.27
0,3,male,21.0,7.25,S,0,Yes,No,Young_adult,very_cheap,-0.67,-0.57
0,1,male,55.0,30.5,S,0,Yes,No,Elderly,exp,1.95,-0.02
0,1,male,71.0,49.5042,C,0,Yes,No,Elderly,exp,3.18,0.43
0,3,male,21.0,8.05,S,0,Yes,No,Young_adult,moderate,-0.67,-0.55
0,3,male,29.69911764705882,14.4583,C,0,Yes,No,Young_adult,exp,0.0,-0.4
1,1,female,54.0,78.2667,C,1,No,No,Adult,very_exp,1.87,1.1
0,3,male,29.69911764705882,15.1,S,0,Yes,No,Young_adult,exp,0.0,-0.38
0,1,female,25.0,151.55,S,3,No,No,Young_adult,very_exp,-0.36,2.83
0,3,male,24.0,7.7958,S,0,Yes,No,Young_adult,cheap,-0.44,-0.55
0,3,male,17.0,8.6625,S,0,Yes,Yes,Teemager,moderate,-0.98,-0.53
0,3,female,21.0,7.75,Q,0,Yes,No,Young_adult,cheap,-0.67,-0.55
0,3,female,29.69911764705882,7.6292,Q,0,Yes,No,Young_adult,cheap,0.0,-0.56
0,3,female,37.0,9.5875,S,0,Yes,No,Adult,moderate,0.56,-0.51
1,1,female,16.0,86.5,S,0,Yes,Yes,Teemager,very_exp,-1.05,1.3
0,1,male,18.0,108.9,C,1,No,No,Young_adult,very_exp,-0.9,1.82
1,2,female,33.0,26.0,S,2,No,No,Adult,exp,0.25,-0.13
1,1,male,29.69911764705882,26.55,S,0,Yes,No,Young_adult,exp,0.0,-0.11
0,3,male,28.0,22.525,S,0,Yes,No,Young_adult,exp,-0.13,-0.21
1,3,male,26.0,56.4958,S,0,Yes,No,Young_adult,exp,-0.28,0.59
1,3,male,29.0,7.75,Q,0,Yes,No,Young_adult,cheap,-0.05,-0.55
0,3,male,29.69911764705882,8.05,S,0,Yes,No,Young_adult,moderate,0.0,-0.55
1,1,male,36.0,26.2875,S,0,Yes,No,Adult,exp,0.48,-0.12
1,1,female,54.0,59.4,C,1,No,No,Adult,exp,1.87,0.66
0,3,male,24.0,7.4958,S,0,Yes,No,Young_adult,very_cheap,-0.44,-0.56
0,1,male,47.0,34.0208,S,0,Yes,No,Adult,exp,1.33,0.06
1,2,female,34.0,10.5,S,0,Yes,No,Adult,moderate,0.33,-0.49
0,3,male,29.69911764705882,24.15,Q,0,Yes,No,Young_adult,exp,0.0,-0.17
1,2,female,36.0,26.0,S,1,No,No,Adult,exp,0.48,-0.13
0,3,male,32.0,7.8958,S,0,Yes,No,Adult,cheap,0.18,-0.55
1,1,female,30.0,93.5,S,0,Yes,No,Adult,very_exp,0.02,1.46
0,3,male,22.0,7.8958,S,0,Yes,No,Young_adult,cheap,-0.59,-0.55
0,3,male,29.69911764705882,7.225,C,0,Yes,No,Young_adult,very_cheap,0.0,-0.57
1,1,female,44.0,57.9792,C,1,No,No,Adult,exp,1.1,0.63
0,3,male,29.69911764705882,7.2292,C,0,Yes,No,Young_adult,very_cheap,0.0,-0.57
0,3,male,40.5,7.75,Q,0,Yes,No,Adult,cheap,0.83,-0.55
1,2,female,50.0,10.5,S,0,Yes,No,Adult,moderate,1.56,-0.49
0,1,male,29.69911764705882,221.7792,S,0,Yes,No,Young_adult,very_exp,0.0,4.48
0,3,male,39.0,7.925,S,0,Yes,No,Adult,moderate,0.72,-0.55
0,2,male,23.0,11.5,S,3,No,No,Young_adult,moderate,-0.52,-0.47
1,2,female,2.0,26.0,S,2,No,Yes,Child,exp,-2.13,-0.13
0,3,male,29.69911764705882,7.2292,C,0,Yes,No,Young_adult,very_cheap,0.0,-0.57
0,3,male,17.0,7.2292,C,2,No,Yes,Teemager,very_cheap,-0.98,-0.57
1,3,female,29.69911764705882,22.3583,C,2,No,No,Young_adult,exp,0.0,-0.21
0,3,female,30.0,8.6625,S,0,Yes,No,Adult,moderate,0.02,-0.53
1,2,female,7.0,26.25,S,2,No,Yes,Child,exp,-1.75,-0.12
0,1,male,45.0,26.55,S,0,Yes,No,Adult,exp,1.18,-0.11
1,1,female,30.0,106.425,C,0,Yes,No,Adult,very_exp,0.02,1.77
0,3,male,29.69911764705882,14.5,S,0,Yes,No,Young_adult,exp,0.0,-0.4
1,1,female,22.0,49.5,C,2,No,No,Young_adult,exp,-0.59,0.43
1,1,female,36.0,71.0,S,2,No,No,Adult,exp,0.48,0.93
0,3,female,9.0,31.275,S,6,No,Yes,Child,exp,-1.59,-0.0
0,3,female,11.0,31.275,S,6,No,Yes,Teemager,exp,-1.44,-0.0
1,2,male,32.0,26.0,S,1,No,No,Adult,exp,0.18,-0.13
0,1,male,50.0,106.425,C,1,No,No,Adult,very_exp,1.56,1.77
0,1,male,64.0,26.0,S,0,Yes,No,Elderly,exp,2.64,-0.13
1,2,female,19.0,26.0,S,1,No,No,Young_adult,exp,-0.82,-0.13
1,2,male,29.69911764705882,13.8625,C,0,Yes,No,Young_adult,moderate,0.0,-0.41
0,3,male,33.0,20.525,S,2,No,No,Adult,exp,0.25,-0.25
1,2,male,8.0,36.75,S,2,No,Yes,Child,exp,-1.67,0.13
1,1,male,17.0,110.8833,C,2,No,Yes,Teemager,very_exp,-0.98,1.87
0,2,male,27.0,26.0,S,0,Yes,No,Young_adult,exp,-0.21,-0.13
0,3,male,29.69911764705882,7.8292,Q,0,Yes,No,Young_adult,cheap,0.0,-0.55
1,3,male,22.0,7.225,C,0,Yes,No,Young_adult,very_cheap,-0.59,-0.57
1,3,female,22.0,7.775,S,0,Yes,No,Young_adult,cheap,-0.59,-0.55
0,1,male,62.0,26.55,S,0,Yes,No,Elderly,exp,2.48,-0.11
1,1,female,48.0,39.6,C,1,No,No,Adult,exp,1.41,0.19
0,1,male,29.69911764705882,227.525,C,0,Yes,No,Young_adult,very_exp,0.0,4.61
1,1,female,39.0,79.65,S,2,No,No,Adult,very_exp,0.72,1.14
1,3,female,36.0,17.4,S,1,No,No,Adult,exp,0.48,-0.33
0,3,male,29.69911764705882,7.75,Q,0,Yes,No,Young_adult,cheap,0.0,-0.55
0,3,male,40.0,7.8958,S,0,Yes,No,Adult,cheap,0.79,-0.55
0,2,male,28.0,13.5,S,0,Yes,No,Young_adult,moderate,-0.13,-0.42
0,3,male,29.69911764705882,8.05,S,0,Yes,No,Young_adult,moderate,0.0,-0.55
0,3,female,29.69911764705882,8.05,S,0,Yes,No,Young_adult,moderate,0.0,-0.55
0,3,male,24.0,24.15,S,2,No,No,Young_adult,exp,-0.44,-0.17
0,3,male,19.0,7.8958,S,0,Yes,No,Young_adult,cheap,-0.82,-0.55
0,3,female,29.0,21.075,S,4,No,No,Young_adult,exp,-0.05,-0.24
0,3,male,29.69911764705882,7.2292,C,0,Yes,No,Young_adult,very_cheap,0.0,-0.57
1,3,male,32.0,7.8542,S,0,Yes,No,Adult,cheap,0.18,-0.55
1,2,male,62.0,10.5,S,0,Yes,No,Elderly,moderate,2.48,-0.49
1,1,female,53.0,51.4792,S,2,No,No,Adult,exp,1.79,0.47
1,1,male,36.0,26.3875,S,0,Yes,No,Adult,exp,0.48,-0.12
1,3,female,29.69911764705882,7.75,Q,0,Yes,No,Young_adult,cheap,0.0,-0.55
0,3,male,16.0,8.05,S,0,Yes,Yes,Teemager,moderate,-1.05,-0.55
0,3,male,19.0,14.5,S,0,Yes,No,Young_adult,exp,-0.82,-0.4
1,2,female,34.0,13.0,S,0,Yes,No,Adult,moderate,0.33,-0.43
1,1,female,39.0,55.9,S,1,No,No,Adult,exp,0.72,0.58
0,3,female,29.69911764705882,14.4583,C,1,No,No,Young_adult,exp,0.0,-0.4
1,3,male,32.0,7.925,S,0,Yes,No,Adult,moderate,0.18,-0.55
1,2,female,25.0,30.0,S,2,No,No,Young_adult,exp,-0.36,-0.03
1,1,female,39.0,110.8833,C,2,No,No,Adult,very_exp,0.72,1.87
0,2,male,54.0,26.0,S,0,Yes,No,Adult,exp,1.87,-0.13
0,1,male,36.0,40.125,C,0,Yes,No,Adult,exp,0.48,0.21
0,3,male,29.69911764705882,8.7125,C,0,Yes,No,Young_adult,moderate,0.0,-0.53
1,1,female,18.0,79.65,S,2,No,No,Young_adult,very_exp,-0.9,1.14
0,2,male,47.0,15.0,S,0,Yes,No,Adult,exp,1.33,-0.38
1,1,male,60.0,79.2,C,2,No,No,Elderly,very_exp,2.33,1.13
0,3,male,22.0,8.05,S,0,Yes,No,Young_adult,moderate,-0.59,-0.55
0,3,male,29.69911764705882,8.05,S,0,Yes,No,Young_adult,moderate,0.0,-0.55
0,3,male,35.0,7.125,S,0,Yes,No,Adult,very_cheap,0.41,-0.57
1,1,female,52.0,78.2667,C,1,No,No,Adult,very_exp,1.72,1.1
0,3,male,47.0,7.25,S,0,Yes,No,Adult,very_cheap,1.33,-0.57
0,3,female,29.69911764705882,7.75,Q,2,No,No,Young_adult,cheap,0.0,-0.55
0,2,male,37.0,26.0,S,1,No,No,Adult,exp,0.56,-0.13
0,3,male,36.0,24.15,S,2,No,No,Adult,exp,0.48,-0.17
1,2,female,29.69911764705882,33.0,S,0,Yes,No,Young_adult,exp,0.0,0.04
0,3,male,49.0,5.0,S,0,Yes,No,Adult,very_cheap,1.48,-0.62
0,3,male,29.69911764705882,7.225,C,0,Yes,No,Young_adult,very_cheap,0.0,-0.57
1,1,male,49.0,56.9292,C,1,No,No,Adult,exp,1.48,0.6
1,2,female,24.0,27.0,S,3,No,No,Young_adult,exp,-0.44,-0.1
0,3,male,29.69911764705882,7.8958,S,0,Yes,No,Young_adult,cheap,0.0,-0.55
0,1,male,29.69911764705882,42.4,S,0,Yes,No,Young_adult,exp,0.0,0.26
0,3,male,44.0,8.05,S,0,Yes,No,Adult,moderate,1.1,-0.55
1,1,male,35.0,26.55,C,0,Yes,No,Adult,exp,0.41,-0.11
0,3,male,36.0,15.55,S,1,No,No,Adult,exp,0.48,-0.37
0,3,male,30.0,7.8958,S,0,Yes,No,Adult,cheap,0.02,-0.55
1,1,male,27.0,30.5,S,0,Yes,No,Young_adult,exp,-0.21,-0.02
1,2,female,22.0,41.5792,C,3,No,No,Young_adult,exp,-0.59,0.24
1,1,female,40.0,153.4625,S,0,Yes,No,Adult,very_exp,0.79,2.87
0,3,female,39.0,31.275,S,6,No,No,Adult,exp,0.72,-0.0
0,3,male,29.69911764705882,7.05,S,0,Yes,No,Young_adult,very_cheap,0.0,-0.57
1,3,female,29.69911764705882,15.5,Q,1,No,No,Young_adult,exp,0.0,-0.37
0,3,male,29.69911764705882,7.75,Q,0,Yes,No,Young_adult,cheap,0.0,-0.55
0,3,male,35.0,8.05,S,0,Yes,No,Adult,moderate,0.41,-0.55
1,2,female,24.0,65.0,S,3,No,No,Young_adult,exp,-0.44,0.79
0,3,male,34.0,14.4,S,2,No,No,Adult,moderate,0.33,-0.4
0,3,female,26.0,16.1,S,1,No,No,Young_adult,exp,-0.28,-0.36
1,2,female,4.0,39.0,S,3,No,Yes,Child,exp,-1.98,0.18
0,2,male,26.0,10.5,S,0,Yes,No,Young_adult,moderate,-0.28,-0.49
0,3,male,27.0,14.4542,C,1,No,No,Young_adult,moderate,-0.21,-0.4
1,1,male,42.0,52.5542,S,1,No,No,Adult,exp,0.95,0.5
1,3,male,20.0,15.7417,C,2,No,No,Young_adult,exp,-0.75,-0.37
0,3,male,21.0,7.8542,S,0,Yes,No,Young_adult,cheap,-0.67,-0.55
0,3,male,21.0,16.1,S,0,Yes,No,Young_adult,exp,-0.67,-0.36
0,1,male,61.0,32.3208,S,0,Yes,No,Elderly,exp,2.41,0.02
0,2,male,57.0,12.35,Q,0,Yes,No,Elderly,moderate,2.1,-0.45
1,1,female,21.0,77.9583,S,0,Yes,No,Young_adult,exp,-0.67,1.1
0,3,male,26.0,7.8958,S,0,Yes,No,Young_adult,cheap,-0.28,-0.55
0,3,male,29.69911764705882,7.7333,Q,0,Yes,No,Young_adult,cheap,0.0,-0.55
1,1,male,80.0,30.0,S,0,Yes,No,Elderly,exp,3.87,-0.03
0,3,male,51.0,7.0542,S,0,Yes,No,Adult,very_cheap,1.64,-0.57
1,1,male,32.0,30.5,C,0,Yes,No,Adult,exp,0.18,-0.02
0,1,male,29.69911764705882,5.0,S,0,Yes,No,Young_adult,very_cheap,0.0,-0.62
0,3,female,9.0,27.9,S,5,No,Yes,Child,exp,-1.59,-0.08
1,2,female,28.0,13.0,S,0,Yes,No,Young_adult,moderate,-0.13,-0.43
0,3,male,32.0,7.925,S,0,Yes,No,Adult,moderate,0.18,-0.55
0,2,male,31.0,26.25,S,2,No,No,Adult,exp,0.1,-0.12
0,3,female,41.0,39.6875,S,5,No,No,Adult,exp,0.87,0.2
0,3,male,29.69911764705882,16.1,S,1,No,No,Young_adult,exp,0.0,-0.36
0,3,male,20.0,7.8542,S,0,Yes,No,Young_adult,cheap,-0.75,-0.55
1,1,female,24.0,69.3,C,0,Yes,No,Young_adult,exp,-0.44,0.89
0,3,female,2.0,27.9,S,5,No,Yes,Child,exp,-2.13,-0.08
1,3,male,29.69911764705882,56.4958,S,0,Yes,No,Young_adult,exp,0.0,0.59
1,3,female,0.75,19.2583,C,3,No,Yes,Child,exp,-2.23,-0.28
1,1,male,48.0,76.7292,C,1,No,No,Adult,exp,1.41,1.07
0,3,male,19.0,7.8958,S,0,Yes,No,Young_adult,cheap,-0.82,-0.55
1,1,male,56.0,35.5,C,0,Yes,No,Elderly,exp,2.02,0.1
0,3,male,29.69911764705882,7.55,S,0,Yes,No,Young_adult,very_cheap,0.0,-0.56
